Population size,Life span (sec),Max generations,New genes probability,Mutation rate,Selection function,Crossover operator
100,30,200,0.200000,0.010000,Tournament,Heuristic
,,,,Tournament members,100,
,,,,,,
Generation,Death percentage,Average fitness,Top fitness,Min fitness,Average hip1 velocity,Average knee1 velocity,Average hip2 velocity,Average knee2 velocity,Top hip1 velocity,Top knee1 velocity,Top hip2 velocity,Top knee2 velocity,Min hip1 velocity,Min knee1 velocity,Min hip2 velocity,Min knee2 velocity,Average hip1 rotation,Average knee1 rotation,Average hip2 rotation,Average knee2 rotation,Top hip1 rotation,Top knee1 rotation,Top hip2 rotation,Top knee2 rotation,Min hip1 rotation,Min knee1 rotation,Min hip2 rotation,Min knee2 rotation,Best gene hip1 rotation,Best gene knee1 rotation,Best gene hip2 rotation,Best gene knee2 rotation,Best gene hip1 velocity,Best gene knee1 velocity,Best gene hip2 velocity,Best gene knee2 velocity
1,60.000004,122.860001,471.885986,85.391258,54.582840,56.020741,54.105995,51.839500,79.693573,78.994415,79.703407,79.121704,30.065741,30.570057,30.179543,30.178917,<-19.444565 | 56.604507>,<-78.012474 | -39.220997>,<-23.289576 | 59.855396>,<-77.821213 | -36.770573>,<159.013092 | 159.013092>,<-0.648220 | -0.648220>,<158.465515 | 158.465515>,<-0.545738 | -0.545738>,<-158.044418 | -158.044418>,<-159.619217 | -159.619217>,<-155.689529 | -155.689529>,<-156.272903 | -156.272903>,<13.202404 | 30.315369>,<-36.992207 | -8.327385>,<3.105232 | 10.816528>,<-45.426994 | -19.774824>,31.822392,64.969765,69.890335,62.874073
12,9.000000,327.799988,645.955261,122.017982,61.509899,61.167858,62.853168,60.015240,79.971802,79.882492,79.971146,79.598145,31.681540,33.133766,30.157572,30.009296,<6.626847 | 42.759254>,<-51.950146 | -26.536022>,<14.923590 | 36.439808>,<-56.984779 | -36.869541>,<151.793686 | 151.793686>,<-0.436445 | -0.436445>,<140.593781 | 140.593781>,<-0.002762 | -0.002762>,<-116.788361 | -116.788361>,<-147.516190 | -147.516190>,<-73.886154 | -73.886154>,<-159.891937 | -159.891937>,<3.774321 | 21.467623>,<-38.291687 | -8.393797>,<0.694937 | 7.029409>,<-38.867863 | -12.582975>,72.073364,65.318108,77.639923,77.584930
13,6.000000,349.019989,639.835876,48.195869,60.572208,62.720371,63.414616,62.012978,79.971802,79.882492,79.971146,79.720276,30.881796,33.133766,36.641876,30.009296,<10.880066 | 41.471947>,<-45.782520 | -22.011814>,<14.076282 | 32.448380>,<-54.575584 | -35.624111>,<151.793686 | 151.793686>,<-0.421605 | -0.421605>,<104.694275 | 104.694275>,<-0.002762 | -0.002762>,<-103.101410 | -103.101410>,<-147.516190 | -147.516190>,<-73.886154 | -73.886154>,<-159.715057 | -159.715057>,<0.433057 | 19.368898>,<-40.018425 | -9.745680>,<13.635882 | 22.120209>,<-35.168697 | -9.872623>,75.539482,65.828957,71.792320,73.429230
14,4.000000,364.940002,653.842590,184.225327,62.724911,62.619034,63.644665,64.020233,79.971802,79.882492,79.971146,79.720276,31.681540,33.133766,36.641876,30.009296,<14.090266 | 44.870762>,<-45.842510 | -20.534119>,<12.129633 | 31.205593>,<-53.777901 | -37.276119>,<157.461823 | 157.461823>,<-0.165450 | -0.165450>,<121.205643 | 121.205643>,<-0.002762 | -0.002762>,<-103.101410 | -103.101410>,<-154.442520 | -154.442520>,<-73.886154 | -73.886154>,<-159.715057 | -159.715057>,<1.063098 | 19.762411>,<-37.071617 | -7.045240>,<17.200449 | 18.269373>,<-35.586449 | -12.628286>,75.583969,65.044830,73.318954,75.033440
15,7.000000,360.790009,660.448547,165.169769,62.341930,62.715588,65.175514,63.023369,79.971802,79.882492,79.971146,79.463432,31.067595,33.133766,38.834930,30.442152,<16.584915 | 45.642242>,<-43.621616 | -20.079910>,<9.860652 | 29.969194>,<-53.672619 | -37.152966>,<157.960526 | 157.960526>,<-0.146883 | -0.146883>,<98.039276 | 98.039276>,<-0.002762 | -0.002762>,<-122.331314 | -122.331314>,<-145.551743 | -145.551743>,<-105.169228 | -105.169228>,<-159.746964 | -159.746964>,<3.774321 | 21.467623>,<-38.291687 | -8.393797>,<0.694937 | 7.029409>,<-38.867863 | -12.582975>,72.073364,65.318108,77.639923,77.584930
16,10.000000,352.570007,655.681030,187.424576,61.941040,63.366211,65.056740,62.598091,79.951401,79.952415,79.971146,79.784607,31.067595,33.133766,38.834930,30.442152,<9.447317 | 43.038212>,<-46.803680 | -22.025959>,<10.191360 | 31.777779>,<-50.969498 | -32.600204>,<156.461166 | 156.461166>,<-0.082757 | -0.082757>,<136.178680 | 136.178680>,<-0.002762 | -0.002762>,<-114.565887 | -114.565887>,<-155.361496 | -155.361496>,<-157.668793 | -157.668793>,<-159.715057 | -159.715057>,<3.774321 | 21.467623>,<-38.291687 | -8.393797>,<0.694937 | 7.029409>,<-38.867863 | -12.582975>,72.073364,65.318108,77.639923,77.584930
17,9.000000,362.359985,647.516418,128.026932,61.450035,62.843231,64.864777,65.029495,79.975571,79.882492,79.971146,79.784607,31.733610,33.133766,38.834930,30.442152,<14.972111 | 41.751209>,<-44.385590 | -20.191032>,<10.010435 | 29.932173>,<-53.164082 | -35.383194>,<156.461166 | 156.461166>,<-0.082757 | -0.082757>,<109.084984 | 109.084984>,<-0.002762 | -0.002762>,<-123.988571 | -123.988571>,<-155.361496 | -155.361496>,<-96.021210 | -96.021210>,<-159.715057 | -159.715057>,<3.774321 | 21.467623>,<-38.291687 | -8.393797>,<0.694937 | 7.029409>,<-38.867863 | -12.582975>,72.073364,65.318108,77.639923,77.584930
18,3.000000,395.000000,654.416443,198.424362,63.311539,65.344894,64.260101,65.792038,79.975571,79.984337,79.971146,79.463432,31.822392,40.604771,41.341911,33.935341,<13.035518 | 38.981186>,<-45.306274 | -20.282093>,<12.706926 | 30.979265>,<-48.312691 | -32.860210>,<151.117859 | 151.117859>,<-0.082757 | -0.082757>,<125.593201 | 125.593201>,<-0.002762 | -0.002762>,<-95.915184 | -95.915184>,<-157.134079 | -157.134079>,<-73.886154 | -73.886154>,<-159.715057 | -159.715057>,<1.063098 | 19.762411>,<-37.071617 | -7.045240>,<17.200449 | 18.269373>,<-35.586449 | -12.628286>,75.583969,65.044830,73.318954,75.033440
19,0.000000,396.329987,637.413574,47.149921,63.427685,65.539612,64.960190,65.990807,79.951401,79.887138,79.971146,79.612083,31.822392,32.723534,41.416512,33.935341,<18.402224 | 41.904064>,<-45.803799 | -21.014290>,<9.188700 | 28.718445>,<-50.074375 | -35.122829>,<151.174500 | 151.174500>,<-0.082757 | -0.082757>,<90.840866 | 90.840866>,<-0.002762 | -0.002762>,<-59.076462 | -59.076462>,<-155.361496 | -155.361496>,<-73.886154 | -73.886154>,<-159.715057 | -159.715057>,<0.433057 | 19.368898>,<-40.018425 | -9.745680>,<13.635882 | 22.120209>,<-35.168697 | -9.872623>,75.539482,65.828957,71.792320,73.429230
20,4.000000,398.850006,676.838501,15.083746,64.347740,65.636368,65.109894,66.270905,79.951401,79.954330,79.971146,79.994247,31.822392,36.851521,41.416512,33.582218,<19.584990 | 42.272839>,<-45.674892 | -17.906822>,<11.341455 | 30.586540>,<-48.283199 | -33.110329>,<152.751648 | 152.751648>,<-0.082757 | -0.082757>,<115.937546 | 115.937546>,<-0.002762 | -0.002762>,<-59.076462 | -59.076462>,<-158.767761 | -158.767761>,<-73.886154 | -73.886154>,<-159.715057 | -159.715057>,<18.959686 | 19.270571>,<-25.129923 | -7.685728>,<-1.016490 | 18.922426>,<-2.528062 | -1.032906>,74.619865,75.398888,73.261429,78.208534
21,2.000000,428.390015,673.890869,227.286224,65.815598,66.159622,67.183899,68.775177,79.951401,79.887138,79.971146,79.835678,31.822392,43.268261,41.416512,33.935341,<15.031078 | 39.853790>,<-48.251053 | -18.437923>,<10.803706 | 29.915068>,<-49.554188 | -33.331547>,<150.705414 | 150.705414>,<-0.004467 | -0.004467>,<90.840866 | 90.840866>,<-0.037948 | -0.037948>,<-119.637344 | -119.637344>,<-158.650635 | -158.650635>,<-93.247284 | -93.247284>,<-159.715057 | -159.715057>,<18.959686 | 19.270571>,<-25.129923 | -7.685728>,<-1.016490 | 18.922426>,<-2.528062 | -1.032906>,74.619865,75.398888,73.261429,78.208534
22,2.000000,437.339996,739.584595,179.045212,66.182182,66.036560,67.766685,67.979553,79.951401,79.887138,79.971146,79.835678,31.822392,43.268261,42.032028,33.935341,<14.089106 | 37.750923>,<-45.166939 | -18.609102>,<12.667103 | 29.828163>,<-48.113495 | -31.981806>,<150.705414 | 150.705414>,<-0.082757 | -0.082757>,<90.840866 | 90.840866>,<-0.023788 | -0.023788>,<-59.076462 | -59.076462>,<-158.650635 | -158.650635>,<-89.329742 | -89.329742>,<-159.715057 | -159.715057>,<17.776230 | 20.010944>,<-21.245520 | -20.348913>,<1.741426 | 8.200479>,<-1.888858 | -0.591985>,78.638824,65.255882,53.705475,50.969185
23,5.000000,429.829987,743.676086,61.257568,64.197533,65.814499,68.843102,67.407219,79.969048,79.887138,79.971146,79.835678,31.822392,34.259869,42.032028,33.940319,<13.489026 | 39.052719>,<-46.958214 | -20.192757>,<9.303028 | 29.671970>,<-49.366035 | -33.084988>,<150.705414 | 150.705414>,<-0.067196 | -0.067196>,<152.186401 | 152.186401>,<-0.023788 | -0.023788>,<-125.628456 | -125.628456>,<-159.579987 | -159.579987>,<-136.478638 | -136.478638>,<-159.715057 | -159.715057>,<17.776230 | 20.010944>,<-21.245520 | -20.348913>,<1.741426 | 8.200479>,<-1.888858 | -0.591985>,78.638824,65.255882,53.705475,50.969185
24,4.000000,430.649994,769.783020,156.682205,65.198128,66.584236,68.425812,68.642647,79.969048,79.887138,79.971146,79.835678,31.822392,43.268261,42.032028,33.940319,<16.012314 | 37.049984>,<-46.038456 | -16.995441>,<10.762193 | 26.369141>,<-42.893715 | -27.721939>,<150.705414 | 150.705414>,<-0.067196 | -0.067196>,<103.289322 | 103.289322>,<-0.023788 | -0.023788>,<-59.076462 | -59.076462>,<-159.579987 | -159.579987>,<-89.329742 | -89.329742>,<-159.715057 | -159.715057>,<19.164753 | 20.580860>,<-24.412802 | -16.514469>,<0.946554 | 8.630855>,<-0.540327 | -0.432636>,79.951401,75.576309,46.585106,57.656754
25,3.000000,454.570007,727.069641,204.481888,66.000656,67.092003,67.586105,69.059616,79.969048,79.887138,79.971146,79.957802,31.822392,43.268261,40.606770,34.503128,<15.923984 | 37.870792>,<-47.571915 | -17.916220>,<13.494860 | 28.058044>,<-41.830948 | -27.817863>,<150.705414 | 150.705414>,<-0.082757 | -0.082757>,<94.339508 | 94.339508>,<-0.001039 | -0.001039>,<-75.722168 | -75.722168>,<-158.650635 | -158.650635>,<-89.329742 | -89.329742>,<-159.715057 | -159.715057>,<4.313819 | 18.348888>,<-40.585712 | -10.744966>,<12.678241 | 19.236382>,<-43.654636 | -6.216988>,79.967598,71.369644,74.225410,79.595566
26,3.000000,455.630005,767.899475,169.995682,66.990189,66.892342,68.911453,70.189613,79.969048,79.887138,79.971146,79.897964,30.680992,39.853745,40.606770,34.503128,<13.333754 | 37.175194>,<-45.223560 | -16.239801>,<10.441939 | 25.378576>,<-44.135651 | -28.353819>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<113.883545 | 113.883545>,<-0.004420 | -0.004420>,<-104.786385 | -104.786385>,<-159.117706 | -159.117706>,<-73.886154 | -73.886154>,<-159.715057 | -159.715057>,<19.164753 | 20.580860>,<-24.412802 | -16.514469>,<0.946554 | 8.630855>,<-0.540327 | -0.432636>,79.951401,75.576309,46.585106,57.656754
27,3.000000,470.730011,739.397400,69.322205,67.737602,66.851921,68.124268,70.976433,79.969048,79.887138,79.971146,79.988136,31.822392,30.824108,40.606770,42.544018,<13.762296 | 35.240067>,<-43.647408 | -16.344612>,<9.080920 | 22.401369>,<-44.833988 | -30.145519>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<97.008026 | 97.008026>,<-0.004420 | -0.004420>,<-141.948517 | -141.948517>,<-158.650635 | -158.650635>,<-35.501007 | -35.501007>,<-159.715057 | -159.715057>,<20.550900 | 25.476223>,<-38.612659 | -0.995153>,<10.064260 | 19.934877>,<-41.147324 | -0.004420>,76.012253,79.463509,79.942566,78.320198
28,3.000000,488.390015,746.044739,112.963860,69.406990,68.603157,69.489502,70.689728,79.969048,79.887138,79.971146,79.897964,31.822392,42.888618,34.288506,42.544018,<16.826469 | 37.884377>,<-43.143288 | -15.957439>,<10.351599 | 22.742369>,<-39.790176 | -24.966587>,<156.656357 | 156.656357>,<-0.011697 | -0.011697>,<103.913582 | 103.913582>,<-0.004420 | -0.004420>,<-98.413170 | -98.413170>,<-158.650635 | -158.650635>,<-91.247887 | -91.247887>,<-159.715057 | -159.715057>,<17.776230 | 20.010944>,<-21.245520 | -20.348913>,<1.741426 | 8.200479>,<-1.888858 | -0.591985>,78.638824,65.255882,53.705475,50.969185
29,1.000000,486.869995,745.960571,2.968636,68.483894,68.727310,69.734650,72.067184,79.969048,79.776382,79.971146,79.897964,31.822392,43.268261,40.606770,42.544018,<11.481929 | 31.125818>,<-40.609451 | -15.712059>,<10.055299 | 20.781548>,<-36.460255 | -20.185791>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<67.776909 | 67.776909>,<-0.004420 | -0.004420>,<-125.508949 | -125.508949>,<-158.650635 | -158.650635>,<-35.501007 | -35.501007>,<-159.715057 | -159.715057>,<17.776230 | 20.010944>,<-21.245520 | -20.348913>,<1.741426 | 8.200479>,<-1.888858 | -0.591985>,78.638824,65.255882,53.705475,50.969185
30,1.000000,510.070007,748.399231,186.379425,69.292679,69.120758,68.922546,72.167816,79.969048,79.776382,79.971146,79.909431,31.822392,43.268261,35.048634,30.289595,<13.121869 | 30.343761>,<-35.872242 | -12.787938>,<8.836388 | 20.364796>,<-34.528728 | -17.988747>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<67.776909 | 67.776909>,<-0.004420 | -0.004420>,<-52.581436 | -52.581436>,<-152.460449 | -152.460449>,<-35.663677 | -35.663677>,<-159.715057 | -159.715057>,<17.776230 | 20.010944>,<-21.245520 | -20.348913>,<1.741426 | 8.200479>,<-1.888858 | -0.591985>,78.638824,65.255882,53.705475,50.969185
31,2.000000,510.880005,736.012207,199.060684,70.590363,68.977852,69.807884,72.488907,79.969048,79.824127,79.971146,79.977882,31.822392,43.268261,40.606770,50.969185,<10.596121 | 27.921471>,<-35.893555 | -11.821087>,<9.095158 | 21.510622>,<-29.951740 | -12.865387>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<67.776909 | 67.776909>,<-0.004420 | -0.004420>,<-63.259762 | -63.259762>,<-152.460449 | -152.460449>,<-18.205622 | -18.205622>,<-159.715057 | -159.715057>,<12.745164 | 19.469456>,<-25.937988 | -9.112992>,<3.042621 | 3.587099>,<-0.514360 | -0.095146>,79.096283,78.923523,56.226444,69.758858
32,0.000000,522.349976,742.034973,88.288399,71.472961,68.694534,70.332100,72.893768,79.972748,79.937790,79.971146,79.977882,35.738476,42.324314,40.606770,44.468994,<10.628883 | 27.153475>,<-35.635643 | -10.658611>,<9.665621 | 21.530262>,<-33.166065 | -13.220641>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<64.083267 | 64.083267>,<-0.004420 | -0.004420>,<-52.581436 | -52.581436>,<-119.768501 | -119.768501>,<-35.897179 | -35.897179>,<-159.715057 | -159.715057>,<17.776230 | 20.010944>,<-21.245520 | -20.348913>,<1.741426 | 8.200479>,<-1.888858 | -0.591985>,78.638824,65.255882,53.705475,50.969185
33,0.000000,542.669983,765.580933,112.740326,73.103226,69.733810,69.748894,72.616882,79.972748,79.990219,79.971146,79.977882,31.596636,50.903534,35.492203,39.858856,<7.802255 | 23.535114>,<-33.863190 | -10.251273>,<7.798189 | 19.774786>,<-29.977974 | -9.075850>,<156.656174 | 156.656174>,<-0.011697 | -0.011697>,<54.326710 | 54.326710>,<-0.004420 | -0.004420>,<-52.581436 | -52.581436>,<-109.517517 | -109.517517>,<-26.353436 | -26.353436>,<-149.868332 | -149.868332>,<19.164753 | 20.580860>,<-24.412802 | -16.514469>,<0.946554 | 8.630855>,<-0.540327 | -0.432636>,79.951401,75.576309,46.585106,57.656754
34,0.000000,561.049988,831.516479,252.689316,73.864319,69.265869,69.230072,73.297737,79.972748,79.752548,79.953171,79.977882,35.738476,45.711575,40.606770,50.969185,<4.811316 | 20.883543>,<-35.156029 | -11.423253>,<8.224821 | 19.199028>,<-28.937378 | -6.785357>,<60.249664 | 60.249664>,<-0.036654 | -0.036654>,<45.158043 | 45.158043>,<-0.004420 | -0.004420>,<-52.599552 | -52.599552>,<-63.151199 | -63.151199>,<-27.169775 | -27.169775>,<-80.336472 | -80.336472>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
35,1.000000,543.530029,737.981689,245.937088,73.665215,70.251312,69.919373,72.408546,79.985001,79.752548,79.942566,79.999489,35.738476,50.903534,30.986961,39.731461,<2.370495 | 21.505905>,<-34.177444 | -11.593902>,<7.324007 | 18.465443>,<-30.460859 | -6.401614>,<83.784286 | 83.784286>,<-0.036654 | -0.036654>,<38.534378 | 38.534378>,<-0.004420 | -0.004420>,<-100.699310 | -100.699310>,<-103.733070 | -103.733070>,<-62.991501 | -62.991501>,<-74.798843 | -74.798843>,<12.745164 | 19.469456>,<-25.937988 | -9.112992>,<3.042621 | 3.587099>,<-0.514360 | -0.095146>,79.096283,78.923523,56.226444,69.758858
36,1.000000,551.039978,769.988831,94.118866,73.698502,70.892639,69.799896,73.593781,79.993370,79.762230,79.942566,79.977882,35.738476,49.855042,33.472393,42.269669,<3.700804 | 21.397327>,<-35.139561 | -10.779695>,<7.417754 | 19.161428>,<-30.859093 | -6.657749>,<67.583549 | 67.583549>,<-0.019246 | -0.019246>,<136.630859 | 136.630859>,<-0.004420 | -0.004420>,<-100.699310 | -100.699310>,<-113.306694 | -113.306694>,<-120.566986 | -120.566986>,<-93.802635 | -93.802635>,<14.339222 | 18.971682>,<-14.347325 | -13.546201>,<-2.889338 | 18.787006>,<-1.779596 | -0.570226>,74.993248,68.209854,74.718903,78.471146
37,1.000000,549.330017,822.364075,230.399902,73.144737,70.597404,71.322845,72.451263,79.969048,79.843208,79.942566,79.977882,31.180582,50.903534,40.745480,30.807766,<4.762156 | 21.488264>,<-35.392471 | -11.038656>,<8.342875 | 19.747456>,<-32.291702 | -7.138986>,<94.414886 | 94.414886>,<-0.019246 | -0.019246>,<101.898865 | 101.898865>,<-0.000690 | -0.000690>,<-96.811996 | -96.811996>,<-81.573410 | -81.573410>,<-16.813862 | -16.813862>,<-144.236420 | -144.236420>,<20.159828 | 20.371035>,<-18.983322 | -18.317356>,<1.477147 | 8.217731>,<-0.421499 | -0.325896>,79.096283,75.388145,53.461533,69.758858
